Car_Body,Car_Name,Year,Engine,Transmission,Fueltype,Mileage,Price
Hatchback,Wagon,2015,660,Automatic,Petrol,50000,2550000
Van,Bolan,2015,800,Manual,Petrol,49249,880000
Hatchback,Vitz,2015,1000,Automatic,Petrol,89000,2885000
Hatchback,Wagon,2015,660,Automatic,Petrol,87000,2400000
Hatchback,Alto,2018,660,Automatic,Petrol,94800,3050000
MPV,Noah,2016,1800,Automatic,Petrol,51000,8200000
Hatchback,Wagon,2019,660,Automatic,Hybrid,32000,3675000
Hatchback,Mira,2020,660,Automatic,Petrol,63000,3800000
Sedan,Civic,2018,1800,Automatic,Petrol,72000,5315000
Crossover,Raize,2020,1000,Automatic,Petrol,19000,7100000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,85895,5100000
Hatchback,Vitz,2015,1000,Automatic,Petrol,100000,2600000
Hatchback,Wagon,2020,660,Automatic,Hybrid,12000,3700000
Hatchback,Vitz,2015,1000,Automatic,Petrol,100000,2975000
Hatchback,Vitz,2016,1000,Automatic,Petrol,96000,3600000
SUV,Prado,2018,2700,Automatic,Petrol,32000,30000000
Hatchback,Wagon,2018,660,Automatic,Hybrid,22500,3350000
Hatchback,Passo,2017,1000,Automatic,Petrol,74000,3700000
Sedan,Prius,2015,1800,Automatic,Hybrid,165310,5000000
MPV,Prius,2018,1800,Automatic,Petrol,164535,8250000
Crossover,Vezel,2016,1500,Automatic,Hybrid,96700,6400000
Hatchback,Vitz,2018,1300,Automatic,Petrol,111000,4150000
Crossover,Vezel,2016,1500,Automatic,Hybrid,78000,5500000
Convertible,S660,2019,660,Manual,Petrol,36000,3500000
Crossover,HR-V,2017,1500,Automatic,Petrol,89000,5350000
Crossover,Raize,2020,1000,Automatic,Petrol,10000,5600000
Crossover,Vezel,2015,1500,Automatic,Hybrid,104000,5700000
SUV,Prado,2018,2700,Automatic,Petrol,16000,32500000
Hatchback,Vitz,2019,1000,Automatic,Petrol,70000,4650000
SUV,Niro,2020,1580,Automatic,Hybrid,5600,12000000
Crossover,Vezel,2017,1500,Automatic,Petrol,129000,6350000
Hatchback,Move,2021,660,Automatic,Petrol,5200,3800000
Sedan,City,2017,1300,Manual,Petrol,72000,3200000
Crossover,Vezel,2016,1500,Automatic,Petrol,97214,6400000
Hatchback,Alto,2018,660,Automatic,Petrol,85246,2900000
Hatchback,Mira,2018,660,Automatic,Petrol,44000,3240000
Hatchback,Alto,2015,660,Automatic,Petrol,55000,2550000
Hatchback,Dayz,2016,660,Automatic,Petrol,85000,2400000
Hatchback,Dayz,2017,660,Automatic,Petrol,75000,1950000
Crossover,HS,2021,1490,Automatic,Petrol,16833,7380000
Hatchback,Passo,2019,1000,Automatic,Petrol,45000,4300000
Sedan,Civic,2015,1800,Automatic,Petrol,148000,3900000
Hatchback,Mira,2018,660,Automatic,Petrol,45000,3045000
Hatchback,Vitz,2016,1000,Automatic,Petrol,70000,3600000
Hatchback,Pixis,2015,660,Automatic,Petrol,146200,2500000
SUV,Glory,2021,1498,Automatic,Petrol,28000,5430000
Hatchback,N,2020,660,Automatic,Petrol,11000,3750000
SUV,Land,2018,4600,Automatic,Petrol,65000,53000000
Hatchback,Passo,2019,1000,Automatic,Petrol,55000,3950000
Crossover,HS,2021,1500,Automatic,Petrol,12000,7450000
Hatchback,Note,2019,1200,Automatic,Hybrid,7900,6350000
Hatchback,Vitz,2018,996,Automatic,Petrol,49000,4300000
Crossover,C-HR,2018,1800,Automatic,Hybrid,57000,9180000
Van,K07,2022,1000,Manual,Petrol,13500,2185000
Hatchback,Vitz,2018,996,Automatic,Petrol,63000,4150000
Hatchback,Hustler,2017,660,Automatic,Petrol,50000,2600000
Compact SUV,Rocky,2020,1000,Automatic,Petrol,40000,5800000
Micro Van,Every,2018,660,Automatic,Petrol,91500,3200000
Hatchback,Passo,2020,1000,Automatic,Petrol,60800,4400000
Micro Van,Every,2017,660,Automatic,Petrol,96000,2950000
Hatchback,Dayz,2021,660,Automatic,Hybrid,35000,3945000
Hatchback,Mira,2016,660,Automatic,Petrol,94000,2530000
Hatchback,Pixis,2016,660,Automatic,Petrol,90000,2075000
Crossover,Glory,2021,1498,Automatic,Petrol,53000,5300000
SUV,X70,2022,1500,Automatic,Petrol,10000,8800000
Hatchback,Dayz,2017,660,Automatic,Petrol,120000,2585000
Hatchback,Alto,2017,660,Automatic,Petrol,76000,2520000
Hatchback,Vitz,2018,996,Automatic,Petrol,82461,3900000
Hatchback,Jade,2015,1500,Automatic,Hybrid,141000,4600000
Crossover,HS,2021,1500,Automatic,Petrol,10800,7400000
Hatchback,Prius,2017,1800,Automatic,Hybrid,65000,9375000
Double Cabin,Hilux,2021,2800,Automatic,Diesel,43000,13000000
Sedan,Prius,2019,1800,Automatic,Petrol,18000,9700000
Micro Van,Every,2018,660,Automatic,Petrol,62000,2430000
Crossover,Vezel,2016,1500,Automatic,Hybrid,89500,6100000
Crossover,Vezel,2016,1500,Automatic,Hybrid,130000,6850000
SUV,Prado,2016,2700,Automatic,Petrol,54000,22000000
Double Cabin,Amarok,2015,3400,Automatic,Petrol,104000,9500000
Crossover,Vezel,2015,1500,Automatic,Hybrid,80000,4525000
Hatchback,N,2016,660,Automatic,Petrol,127000,2400000
Hatchback,Move,2019,660,Automatic,Petrol,15000,3400000
Hatchback,Wagon,2020,660,Automatic,Hybrid,60500,4050000
Hatchback,Mira,2015,660,Automatic,Petrol,48000,2500000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,72000,4600000
SUV,Land,2018,4600,Automatic,Petrol,30000,57500000
SUV,Nx,2016,2500,Automatic,Hybrid,89000,25000000
Crossover,Vezel,2021,1500,Automatic,Hybrid,22000,13000000
Sedan,Civic,2020,1500,Automatic,Petrol,50000,7300000
SUV,Glory,2020,1498,Automatic,Petrol,84000,4500000
Sedan,Corolla,2016,1300,Manual,Petrol,68000,4100000
Hatchback,Wagon,2017,660,Automatic,Petrol,116000,2950000
Hatchback,Vitz,2018,996,Automatic,Petrol,35500,4500000
Hatchback,Alto,2022,660,Manual,Petrol,14000,2600000
Crossover,Raize,2020,996,Automatic,Petrol,24000,6000000
SUV,Land,2018,4600,Automatic,Petrol,29000,56500000
Crossover,Vezel,2016,1500,Automatic,Hybrid,87500,6700000
Crossover,Raize,2020,1000,Automatic,Petrol,43000,5600000
Hatchback,Passo,2020,1000,Automatic,Petrol,6000,4300000
Micro Van,Every,2017,660,Automatic,Petrol,105000,2800000
Micro Van,Every,2019,660,Automatic,Petrol,123,1575000
Sedan,Insight,2019,1500,Automatic,Hybrid,20000,12100000
SUV,X70,2021,1500,Automatic,Petrol,37000,7350000
Sedan,Grace,2015,1500,Automatic,Petrol,180000,3600000
Hatchback,Mira,2017,660,Automatic,Petrol,57500,3200000
Hatchback,Dayz,2015,660,Automatic,Petrol,115000,2600000
Van,Sienta,2016,1500,Automatic,Petrol,90000,5650000
Hatchback,Vitz,2019,1000,Automatic,Petrol,21000,4090000
Hatchback,Passo,2019,1000,Automatic,Petrol,57000,3925000
Sedan,Premio,2019,1500,Automatic,Petrol,50000,9500000
SUV,Fortuner,2022,2800,Automatic,Diesel,23000,18500000
Hatchback,Alto,2019,660,Automatic,Petrol,99000,3250000
Hatchback,Dayz,2019,660,Automatic,Hybrid,6000,3400000
SUV,X70,2022,1500,Automatic,Petrol,1946,8950000
Hatchback,Alto,2019,660,Manual,Petrol,53000,2150000
SUV,Prado,2021,2700,Automatic,Petrol,300,37000000
Hatchback,Mira,2015,660,Automatic,Petrol,108000,2375000
Hatchback,Vitz,2017,996,Automatic,Petrol,76000,3850000
Hatchback,Passo,2015,1000,Automatic,Petrol,103000,2990000
Hatchback,Mira,2019,660,Automatic,Petrol,34000,3500000
SUV,Prado,2017,2700,Automatic,Petrol,22000,27700000
Hatchback,Move,2019,660,Automatic,Petrol,38000,3060000
Van,Sienta,2018,1500,Automatic,Petrol,64000,7500000
Micro Van,Every,2016,660,Automatic,Petrol,121000,1550000
Micro Van,Every,2019,660,Manual,Petrol,100142,1750000
Hatchback,Mira,2019,660,Automatic,Petrol,80000,3700000
SUV,X70,2021,1500,Automatic,Petrol,20000,8500000
Hatchback,Mira,2020,660,Automatic,Petrol,85000,3800000
Sedan,Civic,2018,1800,Automatic,Petrol,78000,5250000
Hatchback,Vitz,2018,996,Automatic,Petrol,49000,4100000
Hatchback,Passo,2016,1000,Automatic,Petrol,105000,3550000
Sedan,Corolla,2017,1600,Automatic,Petrol,98000,4200000
Hatchback,Mehran,2015,800,Manual,Petrol,93000,1250000
Sedan,Corolla,2016,1300,Manual,Petrol,154000,4050000
Hatchback,Picanto,2020,998,Automatic,Petrol,43252,2850000
Hatchback,Moco,2015,660,Automatic,Petrol,92000,2275000
Truck,Gladiator,2020,3604,Automatic,Petrol,26000,33500000
MPV,Prius,2015,1800,Automatic,Petrol,220000,5900000
SUV,Land,2016,4600,Automatic,Petrol,50000,45000000
SUV,Prado,2015,2700,Automatic,Petrol,48000,23200000
Hatchback,Cast,2016,660,Automatic,Petrol,71000,2900000
Hatchback,Dayz,2017,660,Automatic,Petrol,45000,2750000
Sedan,Corolla,2016,1300,Automatic,Petrol,85000,3700000
Hatchback,Alto,2015,660,Automatic,Petrol,135000,2150000
Hatchback,Alto,2016,660,Automatic,Petrol,65000,2450000
Hatchback,Wagon,2016,660,Automatic,Petrol,75000,2085000
Crossover,Vezel,2016,1500,Automatic,Petrol,38000,7200000
Van,Sienta,2018,1500,Automatic,Hybrid,23000,6275000
Hatchback,Picanto,2021,998,Manual,Petrol,18000,2650000
SUV,Sportage,2022,1999,Automatic,Petrol,29800,7500000
Mini Van,Voxy,2017,1800,Automatic,Hybrid,90000,7500000
Crossover,Vezel,2017,1500,Automatic,Petrol,77280,6400000
Sedan,A4,2017,1400,Automatic,Petrol,45000,13500000
Hatchback,Dayz,2017,660,Automatic,Petrol,79000,3090000
SUV,Prado,2018,4000,Automatic,Petrol,42000,31000000
Crossover,HS,2021,1500,Automatic,Petrol,9400,7260000
Crossover,HS,2021,1490,Automatic,Petrol,13800,7500000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,100000,4275000
Micro Van,Every,2016,660,Automatic,Petrol,105000,2500000
Hatchback,Passo,2020,1000,Automatic,Petrol,9500,4350000
Hatchback,Wagon,2017,660,Automatic,Hybrid,61000,3800000
Hatchback,Passo,2019,1000,Automatic,Petrol,46000,3850000
Hatchback,Move,2016,660,Automatic,Petrol,86000,2375000
Hatchback,Dayz,2020,660,Automatic,Hybrid,11000,3600000
Hatchback,Passo,2015,1000,Automatic,Petrol,75000,2300000
Micro Van,Every,2016,660,Automatic,Petrol,175000,2300000
SUV,Sportage,2021,1999,Automatic,Petrol,55000,7800000
Crossover,Xbee,2020,1000,Automatic,Hybrid,44000,4600000
Hatchback,Vitz,2018,1000,Automatic,Petrol,67000,3930000
Mini Van,Hijet,2018,660,Automatic,Petrol,43000,3050000
Convertible,Copen,2018,660,Automatic,Petrol,13700,4500000
Hatchback,Civic,2017,1000,Manual,Petrol,123000,5490000
Hatchback,Alto,2020,660,Automatic,Petrol,17750,3550000
Hatchback,Dayz,2020,660,Automatic,Hybrid,39000,3650000
Hatchback,Passo,2016,1000,Automatic,Petrol,103000,3700000
Hatchback,Mira,2015,660,Automatic,Petrol,70000,2365000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,65000,5285000
Hatchback,Mira,2022,660,Automatic,Petrol,13000,3850000
Hatchback,Cultus,2021,1000,Automatic,Petrol,34000,3800000
Sedan,Corolla,2015,1300,Manual,Petrol,100000,3350000
Crossover,Vezel,2018,1500,Automatic,Petrol,64000,8490000
Crossover,Stonic,2019,1400,Automatic,Petrol,1,4250000
Hatchback,Alto,2020,660,Automatic,Petrol,700,3800000
Crossover,Vezel,2018,1500,Automatic,Hybrid,96000,9500000
High Roof,Hiace,2017,2700,Automatic,Petrol,71000,8000000
Micro Van,Clipper,2018,660,Automatic,Petrol,123,2460000
Crossover,Q2,2017,1000,Automatic,Petrol,53000,14000000
Mini Van,Hijet,2017,660,Automatic,Petrol,113000,1450000
Crossover,Vezel,2016,1500,Automatic,Petrol,78000,6200000
Sedan,Prius,2015,1800,Automatic,Hybrid,170000,4595000
Compact SUV,Rocky,2020,1000,Automatic,Petrol,59560,5500000
Hatchback,Vitz,2017,1000,Automatic,Petrol,108000,2950000
Hatchback,Boon,2018,1000,Automatic,Petrol,51000,3800000
Sedan,Prius,2017,1800,Automatic,Hybrid,9560,12000000
Hatchback,Fit,2018,1500,Automatic,Hybrid,42000,5000000
Crossover,Vezel,2021,1496,Automatic,Hybrid,21000,14500000
Hatchback,Wagon,2017,660,Automatic,Hybrid,32000,3500000
Sedan,Prius,2019,1800,Automatic,Hybrid,125000,10800000
Crossover,Vezel,2022,1496,Automatic,Hybrid,160000,6050000
Micro Van,Every,2016,660,Automatic,Petrol,189000,1520000
Hatchback,Vitz,2018,1000,Automatic,Petrol,31000,4225000
Micro Van,Every,2017,660,Automatic,Petrol,20000,2590000
SUV,Patrol,2016,3954,Manual,Diesel,85000,14500000
Hatchback,Passo,2020,1000,Automatic,Petrol,86500,4600000
Hatchback,Passo,2019,1000,Automatic,Petrol,34000,4400000
Crossover,HS,2022,1500,Automatic,Petrol,14000,7450000
Hatchback,Swift,2019,1000,Automatic,Petrol,35500,4700000
Hatchback,N,2015,660,Automatic,Petrol,122000,2575000
Hatchback,Wagon,2020,660,Automatic,Hybrid,23000,3985000
Hatchback,Alto,2016,660,Automatic,Petrol,45000,2525000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,76000,7000000
Hatchback,Alto,2017,660,Automatic,Petrol,140000,2950000
SUV,Land,2018,4600,Automatic,Petrol,14000,52500000
Mini Van,Hijet,2019,660,Automatic,Petrol,76000,1600000
Hatchback,Carol,2017,660,Automatic,Petrol,31000,2950000
Micro Van,Every,2015,660,Automatic,Petrol,110000,2295000
Crossover,Vezel,2017,1500,Automatic,Hybrid,106955,6500000
Hatchback,Dayz,2015,660,Automatic,Petrol,92000,2650000
Crossover,C-HR,2018,1800,Automatic,Hybrid,39000,8000000
Hatchback,Mira,2020,660,Automatic,Petrol,13000,3600000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,148641,4050000
Hatchback,Passo,2020,1000,Automatic,Petrol,42801,4500000
Sedan,Grace,2015,1500,Automatic,Petrol,142000,4350000
Crossover,Glory,2021,1498,Automatic,Petrol,16828,5750000
Hatchback,N,2021,660,Automatic,Petrol,38000,3600000
MPV,Grand,2018,3300,Automatic,Petrol,75545,8000000
SUV,Sportage,2022,1999,Automatic,Petrol,30500,7400000
Crossover,Vezel,2016,1500,Automatic,Hybrid,105000,5900000
Mini Van,Note,2019,1198,Automatic,Hybrid,18000,4700000
Hatchback,Carol,2020,660,Automatic,Petrol,15000,3500000
Hatchback,Alto,2016,660,Automatic,Petrol,93000,2495000
Hatchback,Vitz,2017,1500,Automatic,Hybrid,166000,4500000
Sedan,Corolla,2016,1800,Automatic,Petrol,50000,3750000
Van,Sienta,2018,1500,Automatic,Petrol,100000,6600000
Sedan,Benz,2022,1500,Automatic,Petrol,17500,45000000
Crossover,C-HR,2018,1800,Automatic,Hybrid,115000,9250000
Hatchback,Vitz,2019,996,Automatic,Petrol,79000,4350000
Hatchback,Mira,2017,660,Automatic,Petrol,57000,3215000
Hatchback,Cast,2020,660,Automatic,Petrol,20800,3950000
Hatchback,N,2017,660,Automatic,Petrol,78730,2500000
Crossover,C-HR,2018,1800,Automatic,Hybrid,75000,8050000
Micro Van,Every,2018,660,Automatic,Petrol,135000,1520000
SUV,Sportage,2019,2000,Automatic,Petrol,100000,6800000
Sedan,City,2019,1300,Automatic,Petrol,68000,4500000
SUV,Vitara,2017,1600,Automatic,Petrol,98000,6180000
Hatchback,Mira,2017,660,Automatic,Petrol,79204,3100000
Double Cabin,Hilux,2015,2800,Automatic,Diesel,95000,10500000
Hatchback,Mira,2019,660,Automatic,Petrol,17500,3475000
Sedan,Elantra,2021,2000,Automatic,Petrol,34000,6250000
Crossover,Vezel,2015,1500,Automatic,Hybrid,76000,4450000
Sedan,A4,2016,1400,Automatic,Petrol,90000,11000000
Crossover,HS,2021,1500,Automatic,Petrol,39000,7400000
Sedan,Ciaz,2017,1400,Automatic,Petrol,85000,3370000
Hatchback,N,2015,660,Automatic,Petrol,100000,2800000
Hatchback,Moco,2015,660,Automatic,Petrol,112000,2100000
Hatchback,Passo,2016,1000,Automatic,Petrol,87000,3600000
Hatchback,Dayz,2020,660,Automatic,Hybrid,37500,4020000
Sedan,Corolla,2017,1500,Automatic,Petrol,115000,6500000
Hatchback,N,2018,660,Automatic,Petrol,46000,3300000
Hatchback,Hustler,2016,660,Automatic,Petrol,104000,2650000
Sedan,Civic,2021,1800,Automatic,Petrol,22000,7100000
Sedan,Civic,2017,1800,Automatic,Petrol,97000,4550000
SUV,Prado,2018,2700,Automatic,Petrol,91000,27500000
Micro Van,Every,2018,660,Automatic,Petrol,75413,2650000
MPV,BR-V,2021,1500,Automatic,Petrol,19000,5700000
Hatchback,Mirage,2017,1000,Automatic,Petrol,75000,2200000
Hatchback,Pixis,2019,660,Automatic,Petrol,55000,3375000
Hatchback,Vitz,2019,1000,Automatic,Petrol,62000,4090000
Hatchback,Vitz,2018,996,Automatic,Petrol,74000,4200000
Van,Sienta,2016,1500,Automatic,Hybrid,38000,4800000
Hatchback,Vitz,2017,1000,Automatic,Petrol,54000,4150000
Hatchback,Alto,2016,660,Automatic,Petrol,98120,2495000
Crossover,Vezel,2015,1500,Automatic,Hybrid,95000,4800000
Hatchback,Tanto,2020,660,Automatic,Petrol,18900,3349000
Hatchback,Vitz,2018,996,Automatic,Petrol,45000,4200000
Mini Van,Hijet,2015,660,Automatic,Petrol,100000,1100000
Crossover,C-HR,2017,1800,Automatic,Hybrid,146000,9800000
SUV,Prado,2018,2700,Automatic,Petrol,70000,29500000
Hatchback,Passo,2015,1000,Automatic,Petrol,112000,3050000
Crossover,Raize,2020,996,Automatic,Petrol,18000,5800000
Mini Van,Hijet,2016,660,Automatic,Petrol,116000,2000000
Hatchback,V2,2017,1300,Manual,Petrol,92000,1450000
Van,Bolan,2019,800,Manual,Petrol,73000,1500000
Crossover,C-HR,2021,1800,Automatic,Hybrid,54000,8950000
Sedan,Kizashi,2015,2400,Automatic,Petrol,40000,5500000
Sedan,Corolla,2021,1598,Automatic,Petrol,18000,6300000
Hatchback,Stella,2015,660,Automatic,Petrol,110000,2650000
Crossover,Vezel,2020,1500,Automatic,Hybrid,82000,6800000
Hatchback,Dayz,2015,660,Automatic,Petrol,70000,2280000
Sedan,Ciaz,2017,1400,Automatic,Petrol,108000,3600000
Hatchback,Vitz,2017,1000,Automatic,Petrol,87000,3700000
Hatchback,Mira,2020,660,Automatic,Petrol,14944,3790000
Micro Van,Every,2018,660,Automatic,Petrol,95000,2525000
Micro Van,Every,2017,660,Automatic,Petrol,93000,2350000
Crossover,C-HR,2022,1800,Automatic,Hybrid,19000,7550000
Hatchback,Hustler,2020,660,Automatic,Petrol,60000,3775000
Crossover,Vezel,2015,1500,Automatic,Petrol,123000,5500000
Micro Van,Every,2016,660,Manual,Petrol,120000,2300000
Hatchback,Carol,2020,660,Automatic,Petrol,10728,3140000
Crossover,Raize,2021,1000,Automatic,Petrol,3508,7500000
Hatchback,EK,2019,660,Automatic,Petrol,45000,3375000
Sedan,Alsvin,2021,1500,Automatic,Petrol,60000,3900000
Hatchback,Mira,2017,660,Automatic,Petrol,75000,3210000
Sedan,Insight,2022,1500,Automatic,Petrol,5000,14500000
Crossover,Vezel,2015,1500,Automatic,Hybrid,175000,5200000
Sedan,Saga,2022,1300,Automatic,Petrol,29000,3425000
Sedan,Prius,2017,1800,Automatic,Hybrid,58000,9800000
SUV,Prado,2018,2700,Automatic,Petrol,47000,39500000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,80000,5100000
Crossover,HS,2021,1490,Automatic,Petrol,42470,7200000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,83000,4800000
Hatchback,Wagon,2015,660,Automatic,Petrol,115000,2325000
SUV,Land,2018,4600,Automatic,Petrol,52600,53500000
Hatchback,Passo,2020,1000,Automatic,Petrol,10000,4150000
Sedan,Civic,2020,1800,Automatic,Petrol,45000,6800000
Hatchback,Alto,2019,660,Automatic,Petrol,71000,3100000
Sedan,Insight,2015,1300,Automatic,Hybrid,135000,2700000
SUV,Tucson,2022,1999,Automatic,Petrol,1736,9500000
Hatchback,Vitz,2019,996,Automatic,Petrol,20400,4850000
Crossover,HS,2021,1490,Automatic,Petrol,32800,7050000
Hatchback,Tanto,2015,660,Automatic,Petrol,150000,2800000
Hatchback,Wagon,2017,660,Automatic,Hybrid,52000,3485000
Hatchback,Alto,2015,660,Automatic,Petrol,74000,2350000
Micro Van,Every,2018,660,Automatic,Petrol,105000,1650000
Hatchback,Mira,2017,660,Automatic,Petrol,71000,3150000
Hatchback,Alto,2015,660,Automatic,Petrol,98000,2675000
Mini Van,Clipper,2018,660,Automatic,Petrol,105000,2545000
Hatchback,Alto,2016,660,Automatic,Petrol,91500,2195000
Hatchback,Passo,2020,1000,Automatic,Petrol,16000,3990000
SUV,Fortuner,2018,2700,Automatic,Petrol,87000,12600000
Hatchback,Vitz,2017,1000,Automatic,Petrol,62000,2750000
Hatchback,Move,2020,660,Automatic,Petrol,19000,3280000
Van,Bolan,2018,800,Manual,Petrol,36000,1345000
Hatchback,Alto,2017,660,Automatic,Petrol,125000,2800000
Hatchback,Alto,2020,660,Automatic,Petrol,6500,3650000
Sedan,Civic,2018,1800,Automatic,Petrol,10000,5800000
High Roof,Hiace,2017,2700,Automatic,Petrol,60000,8500000
Hatchback,Vitz,2018,996,Automatic,Petrol,78000,4000000
SUV,Prado,2018,2700,Automatic,Petrol,68000,32000000
Crossover,Rocky,2019,1000,Automatic,Petrol,9500,6200000
Hatchback,Moco,2016,660,Automatic,Petrol,960000,2000000
Hatchback,Passo,2017,1000,Automatic,Petrol,63000,3750000
Crossover,C-HR,2018,1800,Automatic,Hybrid,42000,9500000
Hatchback,Passo,2018,1000,Automatic,Petrol,45000,3750000
Van,K07,2018,1000,Manual,Petrol,155500,1400000
SUV,Prado,2016,2700,Automatic,Petrol,100000,20000000
Hatchback,Mira,2015,660,Automatic,Petrol,80000,2300000
Hatchback,Passo,2018,996,Automatic,Petrol,97000,3750000
Sedan,Corolla,2020,1600,Automatic,Petrol,57000,5300000
Hatchback,Mira,2015,660,Automatic,Petrol,100000,2000000
Crossover,C-HR,2017,1800,Automatic,Hybrid,118000,7800000
Mini Van,Hijet,2019,660,Automatic,Petrol,105083,1675000
Hatchback,Aygo,2015,1000,Manual,Petrol,75000,2700000
Sedan,Premio,2017,1500,Automatic,Petrol,35500,8150000
Hatchback,Move,2018,660,Automatic,Petrol,86500,3150000
SUV,Fortuner,2018,2700,Automatic,Petrol,68000,11800000
Compact SUV,ZS,2021,1490,Automatic,Petrol,20000,5700000
Hatchback,Wagon,2018,660,Automatic,Hybrid,41000,3275000
Hatchback,Alto,2017,660,Automatic,Petrol,48760,2750000
Crossover,Vezel,2015,1500,Automatic,Hybrid,108000,5500000
Crossover,Vezel,2016,1500,Automatic,Hybrid,122000,6875000
Crossover,HS,2022,1500,Automatic,Petrol,14800,8090000
Sedan,Corolla,2018,1500,Automatic,Hybrid,90000,6500000
Hatchback,Vitz,2018,996,Automatic,Petrol,62000,4100000
Sedan,Corolla,2017,1800,Automatic,Petrol,102456,4400000
Hatchback,Vitz,2018,996,Automatic,Petrol,50000,4400000
Hatchback,Vitz,2018,1000,Automatic,Petrol,71272,4050000
SUV,Land,2021,4600,Automatic,Petrol,500,84000000
Mini Van,Clipper,2016,660,Automatic,Petrol,175000,2000000
Hatchback,Passo,2016,1000,Automatic,Petrol,72000,2925000
Sedan,Civic,2020,1800,Automatic,Petrol,59346,6500000
Crossover,Vezel,2015,1500,Automatic,Petrol,119050,4650000
Crossover,Vezel,2017,1500,Automatic,Petrol,75000,7000000
Compact SUV,Rocky,2021,1000,Automatic,Petrol,21000,5000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,145000,4000000
Hatchback,Vitz,2017,996,Automatic,Petrol,80000,3850000
Hatchback,Alto,2020,660,Automatic,Petrol,48000,3100000
Crossover,HS,2021,1490,Automatic,Petrol,23500,7500000
Micro Van,Every,2015,660,Automatic,Petrol,87900,2578000
Hatchback,Vitz,2017,996,Automatic,Petrol,38986,3775000
Sedan,Corolla,2019,1798,Automatic,Petrol,66000,6200000
Van,Sienta,2019,1500,Automatic,Hybrid,71026,6700000
Micro Van,Every,2017,660,Automatic,Petrol,123000,1620000
Hatchback,Ek,2017,660,Automatic,Petrol,31500,3100000
Hatchback,Passo,2015,1000,Automatic,Petrol,114000,3075000
Micro Van,Every,2016,660,Automatic,Petrol,4000,1575000
Hatchback,Passo,2020,1000,Automatic,Petrol,39000,4170000
Crossover,Vezel,2015,1500,Automatic,Hybrid,113000,4800000
Hatchback,Dayz,2019,660,Automatic,Petrol,58000,3275000
Hatchback,N,2017,660,Automatic,Petrol,67650,2950000
Crossover,Glory,2021,1500,Automatic,Petrol,10000,5900000
